product_id,name,description_html,price_gross,vat,quantity,category_path,image_url_1,image_url_2,image_url_3,image_url_4,image_url_5,image_url_6,image_url_7,image_url_8,image_url_9,image_url_10,param_WeightRange,param_Subcategory,param_PhoneOrderOnly,param_TeethEnabled,param_ToothCost,param_ToothQty,param_MountSystems,param_A,param_B,param_C,param_D,param_Center,param_BrandModel,param_MachineWeight
lyzka-skarpowa-120cm-2.3-3t,Łyżka skarpowa 120cm (2.3-3t),"Łyżka skarpowa 120cm do maszyn 2.3-3t. Lemiesz tnący 150×16mm Hardox HB500. Typ skarpowy.

🚚 **Szybka dostawa:** Produkty dostępne na magazynie - wysyłka w ciągu 24h od potwierdzenia zamówienia. Gwarantujemy dostawę w 48h na terenie całej Polski.",1906.5,23,5,Łyżki kat. 2.3-3 Tony,https://cdn.sanity.io/images/3a7q0xhj/production/d59355412b88368e18b8eb2b7a503b962d1abac6-1600x756.jpg,,,,,,,,,,,lyzki-skarpowe,false,false,0,0,,,,,,,,
lyzka-kopiaca-70cm-3-5t,Łyżka kopiąca 70cm (3-5t),"Łyżka kopiąca 70cm do maszyn 3-5t. Lemiesz tnący 150×16mm Hardox HB500. Opcjonalnie: zęby, spód Hardox HB500.

🚚 **Szybka dostawa:** Produkty dostępne na magazynie - wysyłka w ciągu 24h od potwierdzenia zamówienia. Gwarantujemy dostawę w 48h na terenie całej Polski.",2435.4,23,5,Łyżki kat. 3-5 Tony,https://cdn.sanity.io/images/3a7q0xhj/production/f2c84a7feffbf98aee177fdf9f7d02a916779bb0-1426x1262.png,,,,,,,,,,,lyzki-kopiace,false,false,235,4,,,,,,,,
lyzka-kopiaca-80cm-3-5t,Łyżka kopiąca 80cm (3-5t),"Łyżka kopiąca 80cm do maszyn 3-5t. Lemiesz tnący 150×16mm Hardox HB500. Opcjonalnie: zęby, spód Hardox HB500.

🚚 **Szybka dostawa:** Produkty dostępne na magazynie - wysyłka w ciągu 24h od potwierdzenia zamówienia. Gwarantujemy dostawę w 48h na terenie całej Polski.",2558.4,23,5,Łyżki kat. 3-5 Tony,https://cdn.sanity.io/images/3a7q0xhj/production/c3a3028b4ca999c80d2aad4bd495166147995355-1503x1221.png,,,,,,,,,,,lyzki-kopiace,false,false,235,4,,,,,,,,
grabie-100cm-12mm,Grabie 100cm grubość zęba 12mm,"Grabie 100cm z 20 zębami grubość 12mm. Lemiesz tnący Hardox HB500. Kompatybilne z JCB, CAT, Yanmar, Volvo, Bobcat, Hitachi, Atlas, Hyundai, Case, John Deere, Mecalac, Kubota, Liebherr, Taeuchi. Szybkozłącza: MS01, MS03, CW05.

🚚 **Szybka dostawa:** Produkty dostępne na magazynie - wysyłka w ciągu 24h od potwierdzenia zamówienia. Gwarantujemy dostawę w 48h na terenie całej Polski.",1845,23,4,Grabie/Grabie 100cm • 12mm zęby,https://cdn.sanity.io/images/3a7q0xhj/production/5e983e8d8dac6726a80e2fd9a0b09ecf738d4a2a-578x432.png,,,,,,,,,,,grabie-100-12,false,false,0,20,,,,,,,,
grabie-100cm-15mm,Grabie 100cm grubość zęba 15mm,"Grabie 100cm z 20 zębami grubość 15mm. Lemiesz tnący Hardox HB500. Kompatybilne z JCB, CAT, Yanmar, Volvo, Bobcat, Hitachi, Atlas, Hyundai, Case, John Deere, Mecalac, Kubota, Liebherr, Taeuchi. Szybkozłącza: MS01, MS03, CW05.

🚚 **Szybka dostawa:** Produkty dostępne na magazynie - wysyłka w ciągu 24h od potwierdzenia zamówienia. Gwarantujemy dostawę w 48h na terenie całej Polski.",2189.4,23,3,Grabie/Grabie 100cm • 15mm zęby,https://cdn.sanity.io/images/3a7q0xhj/production/5e983e8d8dac6726a80e2fd9a0b09ecf738d4a2a-578x432.png,,,,,,,,,,,grabie-100-15,false,false,0,20,,,,,,,,
grabie-120cm-12mm,Grabie 120cm grubość zęba 12mm,"Grabie 120cm z 22 zęby grubość 12mm. Lemiesz tnący Hardox HB500. Kompatybilne z JCB, CAT, Yanmar, Volvo, Bobcat, Hitachi, Atlas, Hyundai, Case, John Deere, Mecalac, Kubota, Liebherr, Taeuchi. Szybkozłącza: MS01, MS03, CW05.

🚚 **Szybka dostawa:** Produkty dostępne na magazynie - wysyłka w ciągu 24h od potwierdzenia zamówienia. Gwarantujemy dostawę w 48h na terenie całej Polski.",2091,23,2,Grabie/Grabie 120cm • 12mm zęby,https://cdn.sanity.io/images/3a7q0xhj/production/9ffb026d3afed7ca420f6fe11abe76153561c279-654x381.png,,,,,,,,,,,grabie-120-12,false,false,0,,,,,,,,,
grabie-120cm-15mm,Grabie 120cm grubość zęba 15mm,"Grabie 120cm z 22 zęby grubość 15mm. Lemiesz tnący Hardox HB500. Kompatybilne z JCB, CAT, Yanmar, Volvo, Bobcat, Hitachi, Atlas, Hyundai, Case, John Deere, Mecalac, Kubota, Liebherr, Taeuchi. Szybkozłącza: MS01, MS03, CW05.

🚚 **Szybka dostawa:** Produkty dostępne na magazynie - wysyłka w ciągu 24h od potwierdzenia zamówienia. Gwarantujemy dostawę w 48h na terenie całej Polski.",2386.2,23,3,Grabie/Grabie 120cm • 15mm zęby,https://cdn.sanity.io/images/3a7q0xhj/production/9ffb026d3afed7ca420f6fe11abe76153561c279-654x381.png,,,,,,,,,,,grabie-120-15,false,false,0,22,,,,,,,,
grabie-120cm-standard,Grabie 120cm (Standard),"Grabie 120cm z 22 zębami grubość 12mm - wersja standardowa. Kompatybilne z JCB, CAT, Yanmar, Volvo, Bobcat, Hitachi, Atlas, Hyundai, Case, John Deere, Mecalac, Kubota, Liebherr, Taeuchi. Szybkozłącza: MS01, MS03, CW05.

🚚 **Szybka dostawa:** Produkty dostępne na magazynie - wysyłka w ciągu 24h od potwierdzenia zamówienia. Gwarantujemy dostawę w 48h na terenie całej Polski.",2570.7,23,3,Grabie,https://cdn.sanity.io/images/3a7q0xhj/production/9ffb026d3afed7ca420f6fe11abe76153561c279-654x381.png,,,,,,,,,,,lyzki-skarpowe,false,false,0,22,,,,,,,,
lyzka-kopiaca-120cm-2-3t,Łyżka kopiąca 120cm (2-3t),"Łyżka kopiąca 120cm do maszyn 2-3 t. Lemiesz tnący 150×16mm Hardox HB500. Szybkozłącza MS03/CW05. Opcjonalnie: zęby, spód Hardox HB500.

🚚 **Szybka dostawa:** Produkty dostępne na magazynie - wysyłka w ciągu 24h od potwierdzenia zamówienia. Gwarantujemy dostawę w 48h na terenie całej Polski.",861,23,1,Łyżki kat. 1-1.5 Tony,https://cdn.sanity.io/images/3a7q0xhj/production/c3a3028b4ca999c80d2aad4bd495166147995355-1503x1221.png,,,,,,,,,,2-3t,lyzki-kopiace,false,true,120,2,,,,,,,,
lyzka-kopiaca-130cm-2-3t,Łyżka kopiąca 130cm (2-3t),"Łyżka kopiąca 130cm do maszyn 2-3 t. Lemiesz tnący 150×16mm Hardox HB500. Szybkozłącza MS03/CW05. Opcjonalnie: zęby, spód Hardox HB500.

🚚 **Szybka dostawa:** Produkty dostępne na magazynie - wysyłka w ciągu 24h od potwierdzenia zamówienia. Gwarantujemy dostawę w 48h na terenie całej Polski.",1955.7,23,1,Łyżki kat. 3-5 Tony,https://cdn.sanity.io/images/3a7q0xhj/production/c3a3028b4ca999c80d2aad4bd495166147995355-1503x1221.png,,,,,,,,,,2-3t,lyzki-kopiace,false,true,165,3,,,,,,,,
lyzka-kopiaca-18cm,Łyżka kopiąca 18cm,"Łyżka kopiąca 18cm do maszyn 1-2 t. Lemiesz tnący 110×16mm Hardox HB500. Kompatybilna z JCB, CAT, Yanmar, Volvo, Bobcat, Hitachi, Atlas, Hyundai, Case, John Deere, Mecalac, Kubota, Liebherr, Taeuchi, Wacker Neuson. Opcjonalnie: zęby, spód Hardox HB500.

🚚 **Szybka dostawa:** Produkty dostępne na magazynie - wysyłka w ciągu 24h od potwierdzenia zamówienia. Gwarantujemy dostawę w 48h na terenie całej Polski.",836.4,23,10,Łyżki kat. 1-1.5 Tony,https://cdn.sanity.io/images/3a7q0xhj/production/6f9901036eb7b06ec9aa0c15bd3b9d67dcefb672-1484x1001.jpg,,,,,,,,,,,lyzki-kopiace,false,false,240,2,,,,,,,,
lyzka-kopiaca-23cm,Łyżka kopiąca 23cm,"Łyżka kopiąca 23cm do maszyn 1-2 t. Lemiesz tnący 110×16mm Hardox HB500. Opcjonalnie: zęby, spód Hardox HB500.

🚚 **Szybka dostawa:** Produkty dostępne na magazynie - wysyłka w ciągu 24h od potwierdzenia zamówienia. Gwarantujemy dostawę w 48h na terenie całej Polski.",873.3,23,8,Łyżki kat. 1-1.5 Tony,https://cdn.sanity.io/images/3a7q0xhj/production/6f9901036eb7b06ec9aa0c15bd3b9d67dcefb672-1484x1001.jpg,,,,,,,,,,,lyzki-kopiace,false,true,240,2,,,,,,,,
lyzka-kopiaca-25cm-2-3-3t,Łyżka kopiąca 25cm (2.3-3t),"Łyżka kopiąca 25cm do maszyn 2.3-3 t. Lemiesz tnący 150×16mm Hardox HB500. Szybkozłącza MS03/CW05. Opcjonalnie: zęby, spód Hardox HB500.

🚚 **Szybka dostawa:** Produkty dostępne na magazynie - wysyłka w ciągu 24h od potwierdzenia zamówienia. Gwarantujemy dostawę w 48h na terenie całej Polski.",1303.8,23,5,Łyżki kat. 2.3-3 Tony,https://cdn.sanity.io/images/3a7q0xhj/production/eb16beb212005f9f643314c6d9b2d32a91323f7c-3515x1628.webp,,,,,,,,,,2-3t,lyzki-kopiace,false,true,120,2,,,,,,,,
lyzka-kopiaca-27cm,Łyżka kopiąca 27cm,"Łyżka kopiąca 27cm do maszyn 1-2 t. Lemiesz tnący 110×16mm Hardox HB500. Opcjonalnie: zęby, spód Hardox HB500.

🚚 **Szybka dostawa:** Produkty dostępne na magazynie - wysyłka w ciągu 24h od potwierdzenia zamówienia. Gwarantujemy dostawę w 48h na terenie całej Polski.",910.2,23,7,Łyżki kat. 1-1.5 Tony,https://cdn.sanity.io/images/3a7q0xhj/production/e8b41bf2399d5590306af6e1b77b402c8a6578d3-1484x980.jpg,,,,,,,,,,,lyzki-kopiace,false,true,360,3,,,,,,,,
lyzka-kopiaca-30cm-1-2t,Łyżka kopiąca 30cm (1-2t),"Łyżka kopiąca 30cm do maszyn 1-2 t. Lemiesz tnący 110×16mm Hardox HB500. Opcjonalnie: zęby, spód Hardox HB500.

🚚 **Szybka dostawa:** Produkty dostępne na magazynie - wysyłka w ciągu 24h od potwierdzenia zamówienia. Gwarantujemy dostawę w 48h na terenie całej Polski.",934.8,23,10,Łyżki kat. 3-5 Tony,https://cdn.sanity.io/images/3a7q0xhj/production/8bb49c7fcf1506dabef3a08e6e28a3b4e6255dfe-1484x980.webp,,,,,,,,,,1-2t,lyzki-kopiace,false,false,480,3,,,,,,,,
lyzka-kopiaca-30cm-2-3t,Łyżka kopiąca 30cm (2-3t),"Łyżka kopiąca 30cm do maszyn 2-3 t. Lemiesz tnący 150×16mm Hardox HB500. Szybkozłącza MS03/CW05.

🚚 **Szybka dostawa:** Produkty dostępne na magazynie - wysyłka w ciągu 24h od potwierdzenia zamówienia. Gwarantujemy dostawę w 48h na terenie całej Polski.",1205.4,23,6,Łyżki kat. 1.5-2.3 Tony,https://cdn.sanity.io/images/3a7q0xhj/production/abfd0c0df49aa23d96ccfb824994f6aa21e29e18-3515x1628.webp,,,,,,,,,,2-3t,lyzki-kopiace,false,false,480,3,,,,,,,,
lyzka-kopiaca-30cm-3-4-5t,Łyżka kopiąca 30cm (3-4.5t),"Łyżka kopiąca 30cm do maszyn 3-4.5 t. Kod: S3-30.

🚚 **Szybka dostawa:** Produkty dostępne na magazynie - wysyłka w ciągu 24h od potwierdzenia zamówienia. Gwarantujemy dostawę w 48h na terenie całej Polski.",1955.7,23,2,Łyżki kat. 3-5 Tony,https://cdn.sanity.io/images/3a7q0xhj/production/7b2ff088993646758ce4d3379bab5affb3e88b7a-1261x1343.png,,,,,,,,,,3-4.5t,lyzki-kopiace,false,false,495,3,,,,,,,,
lyzka-kopiaca-35cm-2-3t,Łyżka kopiąca 35cm (2-3t),"Łyżka kopiąca 35cm do maszyn 2-3 t. Lemiesz tnący 150×16mm Hardox HB500. Szybkozłącza MS03/CW05. Opcjonalnie: zęby, spód Hardox HB500.

🚚 **Szybka dostawa:** Produkty dostępne na magazynie - wysyłka w ciągu 24h od potwierdzenia zamówienia. Gwarantujemy dostawę w 48h na terenie całej Polski.",1992.6,23,5,Łyżki kat. 3-5 Tony,https://cdn.sanity.io/images/3a7q0xhj/production/7b2ff088993646758ce4d3379bab5affb3e88b7a-1261x1343.png,,,,,,,,,,2-3t,lyzki-kopiace,false,true,495,3,,,,,,,,
lyzka-kopiaca-40cm-1-2t,Łyżka kopiąca 40cm (1-2t),"Łyżka kopiąca 40cm do maszyn 1-2 t. Lemiesz tnący 110×16mm Hardox HB500. Opcjonalnie: zęby, spód Hardox HB500.

🚚 **Szybka dostawa:** Produkty dostępne na magazynie - wysyłka w ciągu 24h od potwierdzenia zamówienia. Gwarantujemy dostawę w 48h na terenie całej Polski.",2054.1,23,6,Łyżki kat. 3-5 Tony,https://cdn.sanity.io/images/3a7q0xhj/production/dc622282c0a2342a16387ac5172cfe021d8f1b86-1484x980.webp,,,,,,,,,,1-2t,lyzki-kopiace,false,true,480,3,,,,,,,,
lyzka-kopiaca-40cm-2-3t,Łyżka kopiąca 40cm (2-3t),"Łyżka kopiąca 40cm do maszyn 2-3 t. Lemiesz tnący 150×16mm Hardox HB500. Szybkozłącza MS03/CW05. Opcjonalnie: zęby, spód Hardox HB500.

🚚 **Szybka dostawa:** Produkty dostępne na magazynie - wysyłka w ciągu 24h od potwierdzenia zamówienia. Gwarantujemy dostawę w 48h na terenie całej Polski.",1328.4,23,4,Łyżki kat. 1.5-2.3 Tony,https://cdn.sanity.io/images/3a7q0xhj/production/6034065444326fc7fb4008c4187263d81f522cec-3515x1628.webp,,,,,,,,,,2-3t,lyzki-kopiace,false,false,480,3,,,,,,,,
lyzka-kopiaca-45cm-1-2t,Łyżka kopiąca 45cm (1-2t),"Łyżka kopiąca 45cm do maszyn 1-2 t. Lemiesz tnący 110×16mm Hardox HB500. Opcjonalnie: zęby, spód Hardox HB500.

🚚 **Szybka dostawa:** Produkty dostępne na magazynie - wysyłka w ciągu 24h od potwierdzenia zamówienia. Gwarantujemy dostawę w 48h na terenie całej Polski.",2127.9,23,4,Łyżki kat. 3-5 Tony,https://cdn.sanity.io/images/3a7q0xhj/production/3f77b572b33dae23d4ccc0d0e8e5c07351e16276-1484x980.webp,,,,,,,,,,1-2t,lyzki-kopiace,false,true,800,4,,,,,,,,
lyzka-kopiaca-45cm-2-3t,Łyżka kopiąca 45cm (2-3t),"Łyżka kopiąca 45cm do maszyn 2-3 t. Lemiesz tnący 150×16mm Hardox HB500. Szybkozłącza MS03/CW05. Opcjonalnie: zęby, spód Hardox HB500.

🚚 **Szybka dostawa:** Produkty dostępne na magazynie - wysyłka w ciągu 24h od potwierdzenia zamówienia. Gwarantujemy dostawę w 48h na terenie całej Polski.",1377.6,23,3,Łyżki kat. 1.5-2.3 Tony,https://cdn.sanity.io/images/3a7q0xhj/production/9c186087bae5c2053bb6da41d1c681dddc82abfb-3515x1628.webp,,,,,,,,,,2-3t,lyzki-kopiace,false,false,800,4,,,,,,,,
lyzka-kopiaca-50cm-1-2t,Łyżka kopiąca 50cm (1-2t),"Łyżka kopiąca 50cm do maszyn 1-2 t. Lemiesz tnący 110×16mm Hardox HB500. Opcjonalnie: zęby, spód Hardox HB500.

🚚 **Szybka dostawa:** Produkty dostępne na magazynie - wysyłka w ciągu 24h od potwierdzenia zamówienia. Gwarantujemy dostawę w 48h na terenie całej Polski.",2201.7,23,5,Łyżki kat. 3-5 Tony,https://cdn.sanity.io/images/3a7q0xhj/production/3f77b572b33dae23d4ccc0d0e8e5c07351e16276-1484x980.webp,,,,,,,,,,1-2t,lyzki-kopiace,false,true,800,4,,,,,,,,
lyzka-kopiaca-50cm-2-3t,Łyżka kopiąca 50cm (2-3t),"Łyżka kopiąca 50cm do maszyn 2-3 t. Lemiesz tnący 150×16mm Hardox HB500. Szybkozłącza MS03/CW05. Opcjonalnie: zęby, spód Hardox HB500.

🚚 **Szybka dostawa:** Produkty dostępne na magazynie - wysyłka w ciągu 24h od potwierdzenia zamówienia. Gwarantujemy dostawę w 48h na terenie całej Polski.",1426.8,23,4,Łyżki kat. 1.5-2.3 Tony,https://cdn.sanity.io/images/3a7q0xhj/production/9c186087bae5c2053bb6da41d1c681dddc82abfb-3515x1628.webp,,,,,,,,,,2-3t,lyzki-kopiace,false,false,800,4,,,,,,,,
lyzka-kopiaca-60cm-1-2t,Łyżka kopiąca 60cm (1-2t),"Łyżka kopiąca 60cm do maszyn 1-2 t. Lemiesz tnący 110×16mm Hardox HB500. Opcjonalnie: zęby, spód Hardox HB500.

🚚 **Szybka dostawa:** Produkty dostępne na magazynie - wysyłka w ciągu 24h od potwierdzenia zamówienia. Gwarantujemy dostawę w 48h na terenie całej Polski.",1599,23,3,Łyżki kat. 2.3-3 Tony,https://cdn.sanity.io/images/3a7q0xhj/production/26a72291f2f69aa02b638e3118a93124b3705307-3515x1628.webp,,,,,,,,,,1-2t,lyzki-kopiace,false,true,1200,5,,,,,,,,
lyzka-kopiaca-60cm-2-3t,Łyżka kopiąca 60cm (2-3t),"Łyżka kopiąca 60cm do maszyn 2-3 t. Lemiesz tnący 150×16mm Hardox HB500. Szybkozłącza MS03/CW05. Opcjonalnie: zęby, spód Hardox HB500.

🚚 **Szybka dostawa:** Produkty dostępne na magazynie - wysyłka w ciągu 24h od potwierdzenia zamówienia. Gwarantujemy dostawę w 48h na terenie całej Polski.",1476,23,2,Łyżki kat. 1.5-2.3 Tony,https://cdn.sanity.io/images/3a7q0xhj/production/26a72291f2f69aa02b638e3118a93124b3705307-3515x1628.webp,,,,,,,,,,2-3t,lyzki-kopiace,false,false,1200,5,,,,,,,,
lyzka-kopiaca-60cm-3-5t,Łyżka kopiąca 60cm (3-5t),"Łyżka kopiąca 60cm do maszyn 3-5t. Lemiesz tnący 150×16mm Hardox HB500. Opcjonalnie: zęby, spód Hardox HB500.

🚚 **Szybka dostawa:** Produkty dostępne na magazynie - wysyłka w ciągu 24h od potwierdzenia zamówienia. Gwarantujemy dostawę w 48h na terenie całej Polski.",2361.6,23,5,Łyżki kat. 3-5 Tony,https://cdn.sanity.io/images/3a7q0xhj/production/f2c84a7feffbf98aee177fdf9f7d02a916779bb0-1426x1262.png,,,,,,,,,,,lyzki-kopiace,false,true,200,4,,,,,,,,
lyzka-kopiaca-70cm,Łyżka kopiąca 70cm,"Łyżka kopiąca 70cm do maszyn 1-2 t. Lemiesz tnący 110×16mm Hardox HB500. Opcjonalnie: zęby, spód Hardox HB500.

🚚 **Szybka dostawa:** Produkty dostępne na magazynie - wysyłka w ciągu 24h od potwierdzenia zamówienia. Gwarantujemy dostawę w 48h na terenie całej Polski.",1143.9,23,2,Łyżki kat. 3-5 Tony,https://cdn.sanity.io/images/3a7q0xhj/production/c3a3028b4ca999c80d2aad4bd495166147995355-1503x1221.png,,,,,,,,,,,lyzki-kopiace,false,true,940,4,,,,,,,,
lyzka-kopiaca-80cm-2-3t,Łyżka kopiąca 80cm (2-3t),"Łyżka kopiąca 80cm do maszyn 2-3 t. Lemiesz tnący 150×16mm Hardox HB500. Szybkozłącza MS03/CW05. Opcjonalnie: zęby, spód Hardox HB500.

🚚 **Szybka dostawa:** Produkty dostępne na magazynie - wysyłka w ciągu 24h od potwierdzenia zamówienia. Gwarantujemy dostawę w 48h na terenie całej Polski.",2558.4,23,2,Łyżki kat. 3-5 Tony,https://cdn.sanity.io/images/3a7q0xhj/production/3af400db642c50626917a1b75d702436217861df-3515x1628.webp,,,,,,,,,,2-3t,lyzki-kopiace,false,true,1620,6,,,,,,,,
lyzka-skarpowa-100cm,Łyżka skarpowa 100cm,"Łyżka skarpowa 100cm do maszyn 1-2 t. Lemiesz tnący 110×16mm Hardox HB500. Typ skarpowy. Opcjonalnie: zęby, spód Hardox HB500.

🚚 **Szybka dostawa:** Produkty dostępne na magazynie - wysyłka w ciągu 24h od potwierdzenia zamówienia. Gwarantujemy dostawę w 48h na terenie całej Polski.",2952,23,2,Łyżki kat. 1-1.5 Tony/Łyżki kat. 1.5-2.3 Tony,https://cdn.sanity.io/images/3a7q0xhj/production/2ede9dbf174730473b4df7e47092d41b834ad68c-1484x980.jpg,,,,,,,,,,,lyzki-kopiace,false,true,1350,5,,,,,,,,
lyzka-skarpowa-150cm-3-5t,Łyżka skarpowa 150cm (3-5t),"Łyżka skarpowa 150cm do maszyn 3-5t. Lemiesz tnący 150×16mm Hardox HB500. Typ skarpowy.

🚚 **Szybka dostawa:** Produkty dostępne na magazynie - wysyłka w ciągu 24h od potwierdzenia zamówienia. Gwarantujemy dostawę w 48h na terenie całej Polski.",2706,23,5,Łyżki kat. 3-5 Tony,https://cdn.sanity.io/images/3a7q0xhj/production/399d1d8d1a3da3c64d5e102256b4add8844f1d8d-1600x756.jpg,,,,,,,,,,,lyzki-skarpowe,false,false,0,0,,,,,,,,
lyzka-skarpowa-80cm,Łyżka skarpowa 80cm,"Łyżka skarpowa 80cm do maszyn 1-2 t. Lemiesz tnący 110×16mm Hardox HB500. Typ skarpowy. Opcjonalnie: zęby, spód Hardox HB500.

🚚 **Szybka dostawa:** Produkty dostępne na magazynie - wysyłka w ciągu 24h od potwierdzenia zamówienia. Gwarantujemy dostawę w 48h na terenie całej Polski.",1193.1,23,4,Łyżki kat. 1-1.5 Tony,https://cdn.sanity.io/images/3a7q0xhj/production/0ef5295afb9d9c6c6cfb43d71d0e3a317e52b1e4-1484x980.jpg,,,,,,,,,,,lyzki-skarpowe,false,false,940,4,,,,,,,,
lyzka-skarpowa-90cm,Łyżka skarpowa 90cm,"Łyżka skarpowa 90cm do maszyn 1-2 t. Lemiesz tnący 110×16mm Hardox HB500. Typ skarpowy. Opcjonalnie: zęby, spód Hardox HB500.

🚚 **Szybka dostawa:** Produkty dostępne na magazynie - wysyłka w ciągu 24h od potwierdzenia zamówienia. Gwarantujemy dostawę w 48h na terenie całej Polski.",2792.1,23,3,Łyżki kat. 3-5 Tony,https://cdn.sanity.io/images/3a7q0xhj/production/2ede9dbf174730473b4df7e47092d41b834ad68c-1484x980.jpg,,,,,,,,,,,lyzki-kopiace,false,true,1350,5,,,,,,,,
zrywak-korzeni-1-2t,Zrywak korzeni 1-2t,"Zrywak korzeni do maszyn 1-2 t. Grubość zęba 20mm. Końcówka zęba Hardox HB500. Szybkozłącza MS01/CW05.

🚚 **Szybka dostawa:** Produkty dostępne na magazynie - wysyłka w ciągu 24h od potwierdzenia zamówienia. Gwarantujemy dostawę w 48h na terenie całej Polski.",1107,23,4,Rippery/Zrywaki korzeni,https://cdn.sanity.io/images/3a7q0xhj/production/42f46de039127aa4ef0b86744610f40d699c4bfd-415x601.png,,,,,,,,,,1-2t,,false,false,0,1,,,,,,,,
